cliente_id,fecha_corte,edad,estado_civil,tiene_hijos,tipo_vivienda,tiene_coche,tiene_moto,tiene_mascota,ingreso,nivel_educacion,situacion_laboral,num_personas_hogar,ccaa,tiene_hipoteca,seguro_coche_t0,seguro_moto_t0,seguro_vehiculo_electrico_t0,seguro_hogar_t0,seguro_inquilino_t0,seguro_salud_t0,seguro_dental_t0,seguro_vida_t0,seguro_accidentes_t0,seguro_decesos_t0,seguro_viaje_t0,seguro_mascotas_t0,contrató_coche,fecha_contratacion_coche,contrató_moto,fecha_contratacion_moto,contrató_vehiculo_electrico,fecha_contratacion_vehiculo_electrico,contrató_hogar,fecha_contratacion_hogar,contrató_inquilino,fecha_contratacion_inquilino,contrató_salud,fecha_contratacion_salud,contrató_dental,fecha_contratacion_dental,contrató_vida,fecha_contratacion_vida,contrató_accidentes,fecha_contratacion_accidentes,contrató_decesos,fecha_contratacion_decesos,contrató_viaje,fecha_contratacion_viaje,contrató_mascotas,fecha_contratacion_mascotas
C00032,2023-01-01,52.0,casado,1,propietario,0,0,1,bajo,postgrado,empleado,4,Madrid,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00033,2023-01-01,18.0,soltero,0,inquilino,1,0,0,bajo,secundaria,empleado,2,Andalucia,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00034,2023-01-01,51.0,soltero,1,propietario,0,0,1,bajo,fp,empleado,1,Madrid,1,0,0,0,1,0,0,0,0,0,1,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00035,2023-01-01,33.0,casado,1,inquilino,1,0,0,bajo,fp,empleado,1,Andalucia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00036,2023-01-01,61.0,casado,1,propietario,1,0,0,medio,universitaria,empleado,1,Cataluna,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,2023-05-08,0,,0,,0,,0,
C00037,2023-01-01,40.0,soltero,0,inquilino,0,1,1,alto,universitaria,empleado,1,Canarias,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00038,2023-01-01,81.0,casado,1,inquilino,0,0,0,medio,secundaria,jubilado,1,La Rioja,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00039,2023-01-01,69.0,divorciado,0,propietario,0,0,1,bajo,secundaria,jubilado,1,Andalucia,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00040,2023-01-01,48.0,soltero,1,inquilino,0,0,0,alto,universitaria,empleado,1,Galicia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00041,2023-01-01,40.0,casado,0,propietario,0,0,0,bajo,fp,empleado,1,Extremadura,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,1,2023-12-30,0,,0,,0,,0,
C00042,2023-01-01,67.0,casado,1,inquilino,0,0,0,bajo,fp,empleado,3,Cataluna,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00043,2023-01-01,52.0,casado,0,propietario,1,0,0,bajo,secundaria,empleado,5,Cataluna,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00044,2023-01-01,51.0,casado,1,propietario,1,0,0,medio,secundaria,empleado,2,Andalucia,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00045,2023-01-01,30.0,divorciado,0,propietario,1,0,0,bajo,secundaria,empleado,2,Murcia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00046,2023-01-01,76.0,soltero,0,propietario,1,0,0,medio,secundaria,jubilado,2,Galicia,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00047,2023-01-01,46.0,soltero,1,propietario,0,0,0,medio,universitaria,autonomo,4,Andalucia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00048,2023-01-01,41.0,divorciado,0,propietario,1,0,0,alto,universitaria,autonomo,1,Valencia,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00049,2023-01-01,44.0,casado,0,propietario,1,1,0,medio,universitaria,autonomo,1,Galicia,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-08-13,0,,0,,0,
C00050,2023-01-01,45.0,casado,1,propietario,1,0,0,medio,universitaria,empleado,5,Andalucia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00051,2023-01-01,40.0,casado,1,inquilino,0,0,0,medio,universitaria,empleado,5,Asturias,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00052,2023-01-01,30.0,casado,1,propietario,0,0,0,bajo,secundaria,empleado,1,Aragon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00053,2023-01-01,82.0,casado,1,propietario,0,0,1,bajo,universitaria,desempleado,3,Asturias,0,0,0,0,1,0,1,0,1,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00054,2023-01-01,63.0,divorciado,0,inquilino,1,0,1,medio,secundaria,empleado,2,Aragon,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00055,2023-01-01,39.0,casado,1,inquilino,1,0,0,alto,universitaria,autonomo,1,Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00056,2023-01-01,47.0,soltero,1,inquilino,1,0,0,bajo,secundaria,empleado,2,Galicia,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00057,2023-01-01,41.0,casado,1,propietario,0,0,1,bajo,secundaria,desempleado,3,Asturias,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00058,2023-01-01,67.0,casado,1,propietario,0,0,1,bajo,fp,empleado,3,Valencia,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00059,2023-01-01,53.0,casado,0,inquilino,1,1,0,alto,secundaria,empleado,3,Andalucia,0,1,1,0,0,0,0,0,1,0,1,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00060,2023-01-01,39.0,casado,1,inquilino,0,0,0,bajo,secundaria,empleado,2,Madrid,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00061,2023-01-01,72.0,soltero,1,propietario,0,0,1,bajo,universitaria,jubilado,2,Cataluna,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00062,2023-01-01,47.0,casado,1,inquilino,0,0,0,bajo,secundaria,empleado,3,Cataluna,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00063,2023-01-01,64.0,casado,1,inquilino,1,0,1,alto,postgrado,jubilado,3,Cataluna,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00064,2023-01-01,67.0,casado,1,inquilino,0,0,0,bajo,universitaria,jubilado,3,Cataluna,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00065,2023-01-01,46.0,casado,1,inquilino,1,0,0,medio,fp,empleado,3,Valencia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00066,2023-01-01,64.0,soltero,1,inquilino,1,0,1,alto,postgrado,empleado,1,Galicia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,1,2023-09-18,0,,0,,0,,0,,0,,0,,0,
C00067,2023-01-01,65.0,casado,1,inquilino,1,0,0,alto,universitaria,jubilado,3,Cataluna,0,1,0,0,0,0,1,1,1,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00068,2023-01-01,65.0,casado,1,propietario,0,0,0,bajo,secundaria,desempleado,2,Pais Vasco,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00069,2023-01-01,45.0,casado,1,inquilino,1,0,0,medio,secundaria,empleado,2,Valencia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-10-10,0,,0,
C00070,2023-01-01,45.0,casado,0,propietario,0,0,0,medio,secundaria,empleado,4,Madrid,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00071,2023-01-01,29.0,soltero,0,inquilino,0,1,0,bajo,fp,empleado,2,Extremadura,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00072,2023-01-01,65.0,soltero,0,propietario,0,0,0,medio,secundaria,jubilado,2,Andalucia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00073,2023-01-01,42.0,casado,1,inquilino,0,0,0,alto,postgrado,empleado,1,Valencia,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1,2023-07-07,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00074,2023-01-01,60.0,soltero,1,inquilino,0,0,0,alto,secundaria,autonomo,1,Murcia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00075,2023-01-01,38.0,casado,1,propietario,1,0,0,alto,universitaria,autonomo,2,Valencia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,2023-09-21,0,,1,2023-07-25,0,,0,,0,
C00076,2023-01-01,74.0,soltero,0,propietario,1,0,0,bajo,secundaria,empleado,2,Andalucia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00077,2023-01-01,68.0,soltero,1,propietario,0,0,0,medio,secundaria,jubilado,4,Valencia,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,1,2023-11-01,0,,0,,0,,0,,0,
C00078,2023-01-01,26.0,soltero,0,inquilino,1,0,0,bajo,secundaria,desempleado,2,Valencia,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00079,2023-01-01,65.0,casado,1,propietario,1,0,0,medio,secundaria,empleado,1,Cataluna,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00080,2023-01-01,44.0,casado,0,propietario,1,0,0,medio,secundaria,empleado,1,Andalucia,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00081,2023-01-01,48.0,casado,1,propietario,0,0,0,bajo,fp,empleado,3,Galicia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00082,2023-01-01,67.0,casado,1,propietario,0,0,0,medio,secundaria,jubilado,2,Galicia,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00083,2023-01-01,47.0,casado,1,inquilino,1,0,0,medio,secundaria,empleado,5,Cataluna,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00084,2023-01-01,85.0,casado,0,propietario,0,0,0,alto,universitaria,jubilado,2,Castilla-La Mancha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-09-03,0,
C00085,2023-01-01,80.0,casado,0,propietario,1,0,0,medio,secundaria,empleado,3,Andalucia,0,1,0,0,1,0,0,1,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-06-16,0,
C00086,2023-01-01,62.0,casado,1,propietario,1,0,0,medio,postgrado,desempleado,3,Extremadura,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00087,2023-01-01,30.0,casado,1,propietario,0,0,1,bajo,secundaria,empleado,2,Castilla-La Mancha,1,0,0,0,1,0,0,0,1,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00088,2023-01-01,70.0,divorciado,0,inquilino,1,0,0,bajo,universitaria,autonomo,1,Andalucia,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00089,2023-01-01,52.0,soltero,0,propietario,1,0,0,alto,secundaria,empleado,1,Aragon,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00090,2023-01-01,53.0,divorciado,1,propietario,0,0,0,medio,fp,empleado,4,Madrid,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00091,2023-01-01,46.0,soltero,1,inquilino,0,0,0,medio,universitaria,empleado,3,Murcia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,2023-03-26,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00092,2023-01-01,43.0,soltero,1,inquilino,0,1,0,medio,secundaria,empleado,2,Madrid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00093,2023-01-01,44.0,soltero,1,inquilino,1,0,0,alto,postgrado,autonomo,1,Andalucia,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00094,2023-01-01,43.0,casado,0,inquilino,1,0,0,medio,fp,empleado,2,Andalucia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2023-07-10,0,,0,,0,,0,,0,,0,,0,,1,2023-05-25,0,,0,
C00095,2023-01-01,48.0,soltero,1,inquilino,0,0,1,alto,secundaria,empleado,2,Asturias,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,0,,0,,0,,1,2023-11-29,0,,0,,0,,0,,0,,0,,0,
C00096,2023-01-01,39.0,casado,1,propietario,0,0,0,bajo,universitaria,empleado,1,Valencia,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00097,2023-01-01,30.0,casado,1,propietario,1,1,0,medio,fp,empleado,1,Canarias,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,1,2023-06-08,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00098,2023-01-01,44.0,casado,1,inquilino,1,0,0,medio,fp,autonomo,2,Valencia,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00099,2023-01-01,47.0,casado,1,inquilino,0,0,0,medio,secundaria,empleado,3,Madrid,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00100,2023-01-01,65.0,divorciado,1,propietario,0,0,0,medio,universitaria,empleado,1,Andalucia,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00101,2023-01-01,69.0,casado,1,propietario,1,0,0,medio,universitaria,empleado,5,Cataluna,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00102,2023-01-01,69.0,casado,1,propietario,1,0,0,bajo,secundaria,empleado,4,Navarra,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2023-11-17,0,,0,
C00103,2023-01-01,64.0,casado,1,propietario,1,0,0,medio,fp,empleado,3,Andalucia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,,0,,1,2023-06-25,0,,0,,0,,0,,0,,0,,0,
C00104,2023-01-01,50.0,casado,1,propietario,0,0,1,alto,fp,empleado,1,Galicia,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2023-11-25,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00105,2023-01-01,59.0,casado,1,inquilino,1,0,0,bajo,universitaria,autonomo,3,Castilla-La Mancha,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00106,2023-01-01,49.0,soltero,1,inquilino,1,0,0,alto,fp,empleado,3,Aragon,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00107,2023-01-01,56.0,casado,1,inquilino,1,0,0,medio,secundaria,jubilado,3,Cataluna,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00108,2023-01-01,55.0,soltero,1,propietario,0,0,1,medio,universitaria,empleado,2,Madrid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,1,2023-02-16,0,,0,,0,,0,,0,,0,
C00109,2023-01-01,36.0,casado,1,inquilino,1,0,0,alto,universitaria,empleado,1,Madrid,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00110,2023-01-01,64.0,casado,1,propietario,0,0,0,medio,secundaria,empleado,3,Andalucia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00111,2023-01-01,38.0,divorciado,1,propietario,1,0,1,alto,postgrado,empleado,2,Castilla y Leon,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
C00112,2023-01-01,45.0,divorciado,0,propietario,0,0,0,bajo,fp,empleado,1,Castilla y Leon,1,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,,0,,0,,1,2023-01-08,0,,0,,0,,0,,0,,0,,0,
